Artist and Title,Streams,Daily
ROSALÃA - LLYLM,"172,823,490","42,313"
Pritam - Zara Sa,"172,458,862","189,726"
YOVNGCHIMI - TU$$I,"172,246,155","317,139"
The Kolors - ITALODISCO,"172,039,498","95,090"
anees - sun and moon,"171,871,260","90,772"
Dominic Fike - Mama's Boy,"171,709,468","252,847"
Peso Pluma - VVS,"171,494,467","132,699"
KayBlack - Preferida,"170,115,917","143,432"
Kanii - I Know,"170,012,373","78,143"
Conjunto Rienda Real - Sobran Motivos,"169,492,743","117,943"
Taylor Swift - Out Of The Woods (Taylor's Version),"169,376,318","175,840"
Olivia Rodrigo - ballad of a homeschooled girl,"169,140,416","166,489"
Travis Scott - HYAENA,"169,064,845","141,464"
Veigh - Engana Dizendo Que Ama,"168,371,798","141,575"
sped up 8282 - Cupid,"168,297,051","126,858"
Switch Disco - REACT,"168,289,507","128,273"
aespa - Spicy,"168,238,971","186,566"
Clayton & RomÃ¡rio - Namorando Ou NÃ£o,"168,197,636","52,400"
"Mc Pedrinho - Gol Bolinha, Gol Quadrado 2","168,133,359","72,022"
Shakira - Copa VacÃ­a,"168,105,584","99,840"
Troye Sivan - Got Me Started,"167,998,245","241,776"
Dermot Kennedy - Kiss Me,"167,976,299","103,449"
Anirudh Ravichander - Naa Ready,"167,748,496","115,959"
Brray - CorazÃ³n Roto pt. 3,"167,743,845","135,777"
El Alfa - PLEBADA,"167,504,673","81,361"
Chase & Status - Baddadan,"167,493,552","259,639"
Bad Bunny - SEDA,"167,127,191","157,407"
Sadie Jean - Locksmith,"166,803,187","216,108"
"Tyler, The Creator - DOGTOOTH","166,571,188","138,155"
Junior H - LA CHERRY,"166,514,795","499,921"
Jorge & Mateus - Logo Eu,"166,364,290","244,342"
IVE - Kitsch,"166,340,173","85,863"
Hev Abi - Walang Alam,"166,043,956","304,212"
Cheema Y - California Love,"165,749,197","205,003"
That Mexican OT - Johnny Dang,"165,003,640","188,267"
FISHER - Atmosphere,"163,996,902","327,153"
Olivia Rodrigo - logical,"163,169,763","157,271"
Taylor Swift - Long Live (Taylor's Version),"163,147,872","161,282"
boygenius - Not Strong Enough,"163,086,494","225,409"
Nicki Minaj - Red Ruby Da Sleeze,"162,893,165","70,898"
Morgan Wallen - I Wrote The Book,"161,980,189","86,004"
Taylor Swift - Shake It Off (Taylor's Version),"161,926,735","227,854"
Kadu Martins - Halls na LÃ­ngua,"161,611,211","77,389"
Lewis Capaldi - Pointless,"161,449,200","74,143"
Rauw Alejandro - PANTIES Y BRASIERES,"161,163,188","88,232"
MC Caverinha - CartÃ£o Black,"161,134,616","74,335"
Drake - You Broke My Heart,"161,052,012","262,039"
J Hus - Who Told You,"160,898,922","98,974"
Vilen - Chidiya,"160,784,609","90,481"
Cris Mj - DiabÃ³lica,"160,706,324","250,494"
Gabito Ballesteros - Ya CorazÃ³n,"160,358,183","60,580"
Victor Thompson - THIS YEAR (Blessings),"160,199,622","116,794"
The Kid LAROI - TOO MUCH,"160,092,670","97,086"
Lil Durk - Stand By Me,"159,902,831","109,864"
Naiara Azevedo - PalhaÃ§a,"159,830,393","33,216"
Hugo & Guilherme - MÃ¡gica,"159,815,695","57,503"
Zara Larsson - On My Love,"159,376,578","117,722"
Taylor Swift - New Romantics (Taylor's Version),"159,326,997","180,005"
ArcÃ¡ngel - ALV,"159,182,365","210,130"
Kali Uchis - I Wish you Roses,"159,176,662","119,048"
Luan Pereira - ELA PIROU NA DODGE RAM,"159,037,973","41,177"
YOASOBI - ç¥ç¦,"159,024,326","95,914"
Stephen Sanchez - High,"158,821,746","191,853"
Luan Pereira - MOLETOM,"158,805,881","104,069"
Iniko - Jericho,"158,711,527","110,422"
Jessie Murph - Pray,"158,711,520","89,891"
Tiago PZK - Me EnterÃ©,"158,667,741","68,450"
Juanes - Me Enamora,"157,991,723","116,512"
"Bizarrap - ArcÃ¡ngel: Bzrp Music Sessions, Vol. 54","157,704,540","53,137"
Dygta - Tapi Tahukah Kamu?,"157,569,427","193,560"
Ana Castela - Fronteira,"157,498,372","203,065"
KAROL G - MAÃANA SERÃ BONITO,"157,119,078","118,463"
KÃ¤Ã¤rijÃ¤ - Cha Cha Cha,"157,084,550","70,516"
Atif Aslam - Main Rang Sharbaton Ka,"156,877,913","189,808"
NF - HAPPY,"156,688,778","141,445"
Sam Smith - I'm Not Here To Make Friends,"156,557,139","45,946"
Odetari - HYPNOTIC DATA,"156,469,105","208,550"
Aan Story - Trauma,"156,283,518","117,562"
Bizarrap - No soy Eterno,"155,968,740","263,621"
Alta Consigna - Culpable TÃº,"155,532,678","122,073"
Gusttavo Lima - Saudade da Minha Vida,"155,490,889","43,170"
Chris Stapleton - Think I'm In Love With You,"155,280,298","418,064"
Grupo Frontera - EN ALTAVOZ,"155,199,984","445,191"
MÃ¥neskin - HONEY (ARE U COMING?),"155,147,450","170,608"
Henrique & Juliano - Devia Ser Proibido,"154,842,835","143,876"
Kany GarcÃ­a - La Siguiente,"154,733,139","160,211"
rhodessa - Kisame,"154,725,309","195,229"
sapientdream - Past Lives,"154,513,193","301,850"
Duelo - Malabares,"154,406,822","121,362"
NDX A.K.A. - Nemen,"154,128,394","237,006"
NXVAMANE - FRESH,"153,829,271","132,165"
Hev Abi - Alam Mo Ba Girl,"153,737,609","208,569"
Nicki Nicole - 8 AM,"153,623,151","84,398"
Rauw Alejandro - RON COLA,"153,503,412","55,929"
Cleffy - Meet you at the Graveyard,"153,240,984","323,226"
Semicenk - PiÅman DeÄilim,"152,782,607","48,521"
Atif Aslam - Pehli Nazar Mein,"152,671,371","134,551"
Post Malone - Overdrive,"152,661,193","98,218"
Zack Tabudlo - Gusto,"152,467,287","148,373"
Young Miko - wiggy,"152,203,925","63,927"
Grupo Frontera - LE VA DOLER,"151,876,805","153,490"
DEMI - homebdy,"151,268,483","141,107"
Bronco - Nunca Voy A Olvidarte,"151,239,100","166,641"
glichery - Sea Of Problems,"150,919,205","102,855"
Old Dominion - Memory Lane,"150,803,110","171,808"
Offset - SAY MY GRACE,"150,582,530","153,462"
Feid - ALAKRAN,"150,191,251","351,986"
BLOK3 - AFFETMEM,"149,586,759","111,190"
Aliyah's Interlude - IT GIRL,"148,682,330","105,587"
Nate Smith - World on Fire,"148,249,832","297,747"
Feid - FERXXO 151,"148,095,478","280,560"
"Sergio Vega ""El Shaka"" - QuiÃ©n Es Usted","147,784,459","147,759"
Cardenales De Nuevo LeÃ³n - Quiero Que Sepas,"147,695,717","209,146"
Jassa Dhillon - SPAIN,"147,499,405","73,893"
XG - SHOOTING STAR,"147,417,623","98,885"
Michelle Maciel - CCC,"147,391,118","99,133"
xxanteria - BAIXO,"147,330,169","228,317"
Taylor Swift - Better Than Revenge (Taylor's Version),"147,291,649","105,885"
Donne Maula - Bercinta Lewat Kata,"147,156,199","138,078"
AgroPlay - Dia de Fluxo,"147,076,298","232,813"
TINI - La Loto,"146,633,269","34,903"
Jung Kook - Please Don't Change,"146,559,574","222,128"
Tiagz - Tacata (Remix),"146,218,522","151,596"
Karan Aujla - Admirin' You,"145,970,809","286,776"
DELLAFUENTE - Manos Rotas,"145,492,599","241,811"
AYLIVA - Sie weiÃ,"145,401,052","46,890"
JISOO - All Eyes On Me,"145,382,483","112,643"
Manan Bhardwaj - Arjan Vailly,"145,263,882","106,803"
Olivia Rodrigo - pretty isnât pretty,"145,238,976","182,520"
Guilherme & Benuto - Esse B.O Ã© Meu,"145,180,343","23,054"
Morgan Wallen - â98 Braves,"145,004,606","80,989"
Arijit Singh - Zaalima,"144,703,382","205,489"
Drake - Gently,"144,602,817","119,178"
Lil Uzi Vert - Flooded The Face,"144,348,035","84,228"
KAROL G - GUCCI LOS PAÃOS,"144,218,463","89,847"
Ice Spice - Munch (Feelinâ U),"143,882,881","66,641"
Bad Bunny - BABY NUEVA,"143,840,074","129,917"
TOMORROW X TOGETHER - Tinnitus (Wanna be a rock),"143,808,786","95,005"
Peter Fox - Zukunft Pink,"143,513,541","36,638"
Miksu / Macloud - Nachts wach,"143,285,317","71,664"
Taylor Swift - Sparks Fly (Taylorâs Version),"143,265,764","110,686"
Geisha - Karena Kamu,"143,160,422","227,672"
MC PH - Tenho Que Me Decidir,"143,105,920","124,065"
Felipe Amorim - Fode Bem,"142,756,024","75,931"
Jaani - Saari Duniya Jalaa Denge,"142,622,844","181,549"
Jimin - Face-off,"142,409,084","44,700"
Tyla - Truth or Dare,"142,230,286","297,870"
Duelo - Sentimientos De CartÃ³n,"141,946,716","131,984"
YamÃª - BÃ©cane,"141,869,591","100,674"
Nadin Amizah - Semua Aku Dirayakan,"141,363,146","282,429"
Teya Dora - DÅ¾anum,"141,354,651","73,871"
Chino Pacas - Negro Como La Pantera,"141,340,153","206,817"
Isadora Pompeo - BÃªnÃ§Ã£os Que NÃ£o TÃªm Fim (Counting My Blessings),"141,111,396","229,800"
Taylor Swift - Welcome To New York (Taylor's Version),"141,041,680","138,680"
Maki - Saan?,"140,852,835","224,430"
Pritam - Dil Ibaadat,"140,824,450","153,629"
Jere Klein - X ESO BB,"140,501,049","76,770"
Gunna - Baby Birkin,"140,152,666","22,402"
Nicki Minaj - Everybody,"140,049,594","110,674"
Lil Tecca - HVN ON EARTH,"140,035,290","120,006"
Gustavo Moura & Rafael - Digitando,"139,929,154","77,644"
Luca-Dante Spadafora - MÃ¤dchen auf dem Pferd,"139,884,614","71,781"
Emilia - Exclusive.mp3,"139,756,003","203,707"
Miley Cyrus - River,"139,741,301","33,935"
Shakira - El Jefe,"139,363,367","84,083"
Ryan Gosling - I'm Just Ken (From Barbie The Album),"139,191,068","62,322"
LiberaciÃ³n - CÃ³mo EstÃ¡s TÃº,"138,877,362","99,013"
juan karlos - ERE,"138,551,072","127,937"
Ana Castela - TÃ´ Voltando,"138,534,739","48,837"
NewJeans - ASAP,"138,502,553","155,371"
"elijah woods - 24/7, 365","138,462,036","266,780"
Luan Santana - DEJA VU,"138,218,827","95,356"
Sayian Jimmy - Bad Boy,"137,900,340","60,011"
Doja Cat - Attention,"137,412,402","69,323"
Arijit Singh - Ve Maahi,"136,451,590","152,763"
XG - LEFT RIGHT,"136,395,545","113,693"
Kill Eva - Psycho Dreams (Sped Up),"136,246,126","148,217"
Mrs. GREEN APPLE - ã±ã»ã©ã»ã©,"135,855,356","233,358"
Jay Wheeler - PACTO,"135,802,873","119,791"
Tiziano Ferro - Tardes negras (2023 Remastered),"135,717,040","72,019"
KAROL G - KÃRMIKA,"135,691,667","115,127"
Slowboy - Brazilian Phonk Mano,"135,682,357","50,842"
KAROL G - TUS GAFITAS,"135,346,850","71,146"
Jung Kook - Hate You,"135,081,916","181,343"
Brent Faiyaz - Upset,"134,813,813","436,911"
Andmesh - Andaikan Kau Datang,"134,715,255","169,019"
Green Neon DJ - Puta Mexicana (Tik Tok Edit),"134,688,527","243,664"
Odetari - YOU'RE TOO SLOW (Bonus),"134,682,359","151,635"
NewJeans - Get Up,"134,609,174","112,890"
Jelly Roll - Save Me,"134,243,075","182,071"
Fuerza Regida - BARBIEZ,"134,199,876","218,218"
Belle Kaffer - NÃ£o Para,"134,134,272","38,149"
BLACKPINK - THE GIRLS (BLACKPINK THE GAME OST),"134,068,839","94,136"
lucidbeatz - Let U Go,"134,044,214","276,911"
Rema - Charm,"134,027,863","117,716"
Jere Klein - PRINCESITA DE ...,"133,776,073","125,812"
Hugo & Guilherme - Elevador,"133,728,977","47,883"
Finesse - Gelosa,"133,597,257","38,485"
Hailee Steinfeld - Coast,"133,156,603","41,619"
OneRepublic - West Coast,"133,074,030","37,855"
LiberaciÃ³n - Ese Loco Soy Yo,"132,987,634","110,022"
Morgan Wallen - Don't Think Jesus,"132,954,814","34,663"
Louis Armstrong - Summertime,"132,686,070","49,702"
HalodayÄ± - Aman GÃ¼zel YavaÅ YÃ¼rÃ¼,"132,593,972","79,763"
V - For Us,"132,361,669","120,248"
Kany GarcÃ­a - DPM (De Pxta Madre),"132,039,961","154,154"
Brent Faiyaz - Forever Yours,"131,897,005","420,709"
Ana Mena - LAS 12,"131,402,937","58,600"
Quevedo - AHORA QUÃ,"131,387,829","67,230"
6arelyhuman - XOXO (Kisses Hugs),"131,044,276","115,733"
Fabio Asher - Tanpa Rasa Bersalah,"131,022,602","218,982"
Matt Hansen - something to remember,"130,968,755","312,646"
"Anirudh Ravichander - Idhazhin Oram (From ""3 (Tamil)"")","130,818,631","91,052"
Juan MagÃ¡n - Verano Azul,"130,713,352","66,682"
TWICE - SET ME FREE,"130,593,431","65,269"
Mrs. GREEN APPLE - Soranji,"130,524,467","212,488"
wave to earth - love.,"130,523,544","433,055"
V - Blue,"130,414,744","115,039"
Grupo Menos Ã Mais - Adorei,"129,828,979","156,270"
CHINCHILLA - Little Girl Gone,"129,489,702","174,037"
Intocable - Alguien Te Va A Hacer Llorar,"129,440,230","76,883"
Connor Price - Violet,"129,337,687","78,058"
Intocable - EnsÃ©Ã±ame A Olvidarte,"129,063,871","100,317"
Henrique & Juliano - Rancorosa,"128,760,045","87,315"
Bronco - Oro,"128,347,420","123,878"
Bad Bunny - MERCEDES CAROTA,"128,324,693","129,243"
"Anirudh Ravichander - Dippam Dappam (From ""Kaathuvaakula Rendu Kaadhal"")","128,290,432","51,025"
Morgan Wallen - Sunrise,"128,251,319","100,588"
"Arijit Singh - Aabaad Barbaad (From ""Ludo"")","128,209,371","76,460"
Jimin - Alone,"128,071,982","51,255"
Samuray - Ãl Soy Yo,"128,052,242","104,171"
Feid - CUAL ES ESA,"127,533,606","232,067"
Travis Scott - MODERN JAM,"127,532,860","97,922"
Zach Bryan - East Side of Sorrow,"127,420,839","147,485"
akiaura - Sleepwalker,"127,372,741","140,113"
Maluma - Junio,"127,020,681","32,733"
Henrique & Juliano - Te Esqueci Sem Querer,"126,650,502","77,450"
Russell Dickerson - She Likes It,"126,515,778","34,560"
Intocable - Eres Mi Droga,"126,435,370","103,110"
Tropa do Bruxo - TUMBÃTUM,"126,241,775","107,201"
Mc IG - 400K,"125,936,557","322,931"
Shania Twain - From This Moment On,"125,914,664","55,506"
Taylor Swift - Suburban Legends (Taylor's Version) (From The Vault),"125,910,310","94,093"
Denny - Chale Jaana Phir (Humko Tere Bina),"125,836,804","81,862"
GREGO - Pane no Sistema,"125,679,259","105,602"
Cardenales De Nuevo LeÃ³n - Necesito DecÃ­rtelo,"125,332,679","192,721"
NLE Choppa - PISTOL PACCIN,"124,746,755","318,122"
Hilltop Hoods - Cosby Sweater,"124,380,866","32,041"
Dylan Scott - This Town's Been Too Good To Us,"124,373,275","275,343"
Travis Scott - SIRENS,"124,302,195","95,180"
Sonny Fodera - Asking,"124,263,272","177,352"
Joel Corry - Lionheart (Fearless),"124,261,158","60,872"
Chanel - Clavaito,"124,204,497","70,198"
Anne-Marie - UNHEALTHY,"124,069,205","74,608"
Bad Bunny - TELEFONO NUEVO,"124,046,714","105,775"
Oscar Maydon - Tipo Gatsby,"123,967,372","198,933"
Taylor Swift - Clean (Taylor's Version),"123,717,492","137,096"
Sexyy Red - SkeeYee,"123,626,218","106,776"
Mc IG - Noite Fria,"123,503,380","102,499"
Quevedo - DAME,"123,370,849","74,518"
Jaz - Bersamamu,"123,225,748","145,045"
Emilia - GTA.mp3,"123,202,833","113,320"
Miksu / Macloud - Nachts wach (Lila Wolken Bootleg),"122,883,446","68,628"
Jung Kook - Closer to You,"122,653,885","169,127"
Olivia Rodrigo - teenage dream,"122,650,102","160,228"
Yung Yury - TABU.,"122,643,398","53,182"
boygenius - Cool About It,"122,572,265","197,879"
Post Malone - Enough Is Enough,"122,558,185","70,517"
Pritam - Tu Hi Haqeeqat,"122,345,921","136,309"
V - Slow Dancing (Piano Ver.),"122,174,799","71,766"
Taylor Swift - Dear John (Taylor's Version),"122,136,205","79,138"
Milo j - UNA BALA,"121,979,428","148,946"
ZÃ© Neto & Cristiano - Seu PolÃ­cia,"121,939,624","75,169"
"Sonny Wern - Dance For Me (1, 2, 3)","121,648,881","153,282"
Ferrugem - AtÃ© que enfim,"121,604,214","79,722"
Los Tucanes De Tijuana - El Tucanazo,"121,287,360","160,224"
SZA - Kill Bill,"121,284,983","26,173"
Varinder Brar - Thaa,"121,175,434","85,465"
Rauw Alejandro - DE CAROLINA,"120,987,144","82,600"
Travis Scott - SKITZO,"120,913,191","117,901"
Clovis Reyes - Fluxxwave,"120,725,202","134,761"
Diplo - Heartbroken,"120,677,422","146,311"
ZÃ© Neto & Cristiano - Amigo Taxista,"120,570,672","145,683"
Natanael Cano - Eres,"120,548,656","96,896"
Bad Bunny - CYBERTRUCK,"120,331,111","114,029"
Mimi Webb - House On Fire,"120,186,516","28,688"
Uzielito Mix - Linea Del Perreo,"120,144,437","92,847"
GenriX - novocaine,"120,140,089","184,448"
Dyamante DJ - Vai Novinha Ah Ah Ah,"119,998,016","37,900"
MAN WITH A MISSION - çµãå¥è·¡,"119,963,636","104,486"
Mc Ws da leste - Tipo Hollywood,"119,862,348","61,516"
sped up viral - moonlight (kali uchis),"119,782,323","120,438"
Grupo Menos Ã Mais - AtÃ© Que Durou / Tu Mandas No Meu CoraÃ§Ã£o / Adorei / Supera,"119,582,160","119,029"
TONEEJAY - 711,"119,159,980","150,367"
SPITZ - ç¾ããé°­,"118,920,649","89,800"
Ferrugem - Eu nÃ£o sou de me entregar,"118,809,080","188,463"
ZÃ© Felipe - VacilÃ£o,"118,772,266","13,584"
Taylor Swift - All You Had To Do Was Stay (Taylor's Version),"118,670,026","101,236"
Ingrid Andress - Wishful Drinking,"118,445,741","23,528"
Taylor Swift - Speak Now (Taylor's Version),"118,080,545","78,219"
Darshan Raval - Mannat,"118,062,654","111,799"
Virlan Garcia - El Chamaquito,"117,743,421","39,858"
Hugo & Guilherme - Metade De Mim,"117,574,226","25,930"
Uzielito Mix - Otro Show,"117,414,740","81,168"
Big One - Mentiras | CROSSOVER #3,"117,394,795","85,324"
BSS - Fighting (Feat. Lee Young Ji),"117,375,133","114,224"
ReneÃ© Rapp - Not My Fault,"117,270,801","138,051"
d4vd - You and I,"116,827,363","140,821"
Anne-Marie - PSYCHO,"116,805,800","31,047"
Traia VÃ©ia - Eu NÃ£o Previ,"116,688,786","61,422"
Bad Bunny - THUNDER Y LIGHTNING,"116,567,552","93,038"
Doechii - What It Is (Block Boy),"115,791,043","76,736"
S3BZS - MONTAGEM,"115,788,200","1,318,282"
Joel Corry - I Wish,"115,738,001","18,974"
Jung Kook - Somebody,"115,729,397","170,124"
Daniel Caesar - Let Me Go,"115,635,748","236,686"
Gustavo Mioto - Fake News,"115,529,179","32,933"
Bad Bunny - MR. OCTOBER,"114,927,136","96,614"
Travis Scott - GOD'S COUNTRY,"114,912,953","76,900"
DJ Arana - MONTAGEM ANOS 2000,"114,819,527","63,413"
TINI - Maldita Foto,"114,753,696","29,426"
"FrÃ©dÃ©ric Chopin - Nocturne No. 2 in E-Flat Major, Op. 9 No. 2","114,746,170","65,316"
The Weeknd - Fill The Void,"114,681,845","161,033"
Jimin - Interlude : Dive,"114,587,825","18,667"
"Tyler, The Creator - SORRY NOT SORRY","114,248,672","95,111"
HARDY - red,"114,022,677","91,750"
Taylor Swift - Mean (Taylor's Version),"113,957,715","74,772"
Taylor Swift - The Story Of Us (Taylor's Version),"113,916,819","85,445"
Aitana - Los Ãngeles,"113,819,834","50,734"
TiÃ«sto - Pump It Louder,"113,703,399","80,969"
Quevedo - YANKEE,"113,510,121","38,972"
Taylor Swift - Bad Blood (Taylor's Version),"113,495,418","121,998"
ALIZADE - 24/7,"113,479,146","46,432"
Campbell - Would You (go to bed with me?),"113,396,414","118,688"
Bizarrap - Toy en el Mic,"113,349,930","128,185"
Emilia - Jagger.mp3,"113,034,108","98,664"
Lijay - I love freaks,"112,892,022","35,929"
Joel Corry - What Would You Do?,"112,828,478","18,069"
"Anirudh Ravichander - Pathala Pathala (From ""Vikram"")","112,772,076","52,692"
Sigala - Stay the Night,"112,757,090","32,502"
"Grupo Bryndis - QuizÃ¡s Si, QuizÃ¡s No","112,730,373","99,834"
Mrs. GREEN APPLE - Magic,"112,689,294","185,333"
Travis Scott - CIRCUS MAXIMUS,"112,389,202","95,831"
Gusttavo Lima - Desejo Imortal (It Must Have Been Love),"112,386,809","105,699"
Juanes - Gotas De Agua Dulce,"112,385,954","56,365"
Derya UluÄ - YansÄ±ma,"111,455,798","117,818"
Junior H - A TU NOMBRE,"111,221,603","228,076"
Anirudh Ravichander - Kaavaalaa,"111,098,077","76,630"
YOASOBI - åè,"111,012,566","152,340"
DJ GUDOG - RITMADINHA DANÃANTE,"110,892,128","64,355"
KAROL G - CAROLINA,"110,679,788","89,388"
Juice WRLD - 734,"110,507,117","49,814"
Sexyy Red - Looking For The Hoes (Ainât My Fault),"110,209,885","231,119"
Kany GarcÃ­a - Hoy Ya Me Voy,"110,077,672","110,673"
Kany GarcÃ­a - Titanic,"110,006,711","67,424"
Marshmello - Sou Musa do VerÃ£o,"109,912,106","121,761"
Zach Bryan - Fear and Friday's,"109,598,474","147,791"
Shubh - Dior,"109,483,432","131,095"
Rauw Alejandro - PICARDÃA,"109,432,947","56,336"
Salma Salsabil - Bunga Hati,"108,723,418","111,063"
O SIDE MAFIA - Get Low,"108,559,066","116,130"
YOUTHISENDING - RITMO DE TREINO,"108,539,601","58,259"
Flow G - Rapstar,"108,466,632","76,990"
Henrique & Juliano - Seu Erro,"108,438,257","106,979"
Gorillaz - Cracker Island,"108,395,302","56,247"
Luke Combs - 5 Leaf Clover,"108,153,890","64,673"
Intocable - SueÃ±a,"107,928,597","62,411"
Canozan - AÄlama ben aÄlarÄ±m,"107,892,851","115,106"
Cardenales De Nuevo LeÃ³n - Si Yo Fuera Ãl,"107,705,362","126,721"
Peso Pluma - 77,"107,703,933","47,264"
Gusttavo Lima - Ex dos Meus Sonhos,"107,657,647","22,740"
AriBeatz - MIRAGE,"107,645,818","34,684"
JuliÃ³n Ãlvarez y su NorteÃ±o Banda - Casi Completa,"107,571,527","249,542"
tuki. - æ©é¤æ­,"107,568,764","213,863"
Jung Kook - Too Sad to Dance,"107,544,082","144,851"
Taylor Swift - Foolish One (Taylorâs Version) (From The Vault),"107,455,255","77,710"
Officialalex425 - Dame Amor,"107,380,051","254,190"
Grupo Bryndis - La Chica Del Este,"107,293,661","101,586"
Marshmello - Esta Vida,"107,235,921","52,423"
Hozier - Unknown / Nth,"106,693,454","140,258"
El Alfa - Besalo,"106,628,397","158,215"
Rauw Alejandro - DEJAU',"106,610,382","106,922"
Jung Kook - Shot Glass of Tears,"106,490,580","137,711"
Bad Bunny - NADIE SABE,"105,841,984","95,803"
"Anirudh Ravichander - Vaathi Coming (From ""Master"")","105,786,031","62,125"
Bronco - Si Te Vuelves A Enamorar,"105,641,539","114,441"
Daniel Caesar - Valentina,"105,522,921","308,086"
Manuel Turizo - Ãxtasis,"105,426,385","34,477"
TiÃ«sto - All Nighter,"104,801,123","59,683"
Taylor Swift - I Wish You Would (Taylor's Version),"104,665,806","86,638"
Lauren Spencer Smith - That Part,"104,601,610","119,413"
Nina Chuba - Ich hass dich,"104,384,716","105,114"
NLE Choppa - IT'S GETTING HOT,"104,253,802","55,282"
VIVIZ - MANIAC,"104,252,182","119,031"
Rayane & Rafaela - Ali Te Ama,"104,185,490","142,418"
KAROL G - BESTIES,"104,077,792","58,193"
Mrs. GREEN APPLE - æ¥æ,"104,006,417","78,238"
Feid - LUCES DE TECNO,"103,769,436","147,507"
Damso - Î£. MOROSE,"103,717,356","38,714"
Veigh - Clickbait,"103,284,644","60,230"
Guyon Waton - Sanes,"103,262,047","113,017"
Borges - Loucura,"103,178,597","84,449"
Anirudh Ravichander - Badass,"103,008,585","103,420"
Doja Cat - Demons,"102,991,486","79,778"
Metro Boomin - Hummingbird (Metro Boomin & James Blake),"102,985,525","74,756"
ROSALÃA - VAMPIROS,"102,675,274","45,911"
Kordhell - MURDER PLOT,"102,656,430","44,450"
Junior H - LOKERON X AMOR,"102,584,655","541,561"
Megan Moroney - I'm Not Pretty,"102,337,101","187,209"
Lucky Brown - Â¿CuÃ¡l Es Su Nombre?,"102,159,917","75,828"
Jonas Brothers - When You Look Me In The Eyes,"102,050,647","26,812"
Mc Danone - Vem Quebrando,"101,969,667","90,461"
Taylor Swift - You Are In Love (Taylor's Version),"101,937,081","128,050"
Calibre 50 - MÃ­ranos Ahora,"101,916,037","47,509"
KeBlack - LAISSE MOI,"101,787,101","74,939"
Burak Bulut - Kehribar,"101,424,369","149,909"
Jessie Murph - How Could You,"101,390,426","97,108"
Juliette - Tengo,"101,324,744","12,735"
Rob Deniel - RomCom,"101,287,053","149,230"
Junior H - $AD BOYZ II,"101,157,449","196,646"
Javier Rosas Y Su ArtillerÃ­a Pesada - La Suma,"101,033,705",
Annalisa - Mon Amour,"100,879,311","46,377"
Amo988 - YÃ¼reÄim AÄlar,"100,879,267","82,009"
Grupo Bryndis - Te EsperarÃ©,"100,728,106","104,539"
Nina Chuba - Mangos mit Chili,"100,662,938","66,080"
Drake - 8am in Charlotte,"100,652,385","115,391"
Daniel Caesar - Do You Like Me?,"100,630,485","170,701"
Drillionaire - BON TON,"100,572,891","36,357"
Hans Zimmer - Honor Him,"100,343,013","101,148"
